Objects,PosX,PosY,PosZ,Rot.X,Rot.Y,Rot.Z,Scl.X,Scl.Y,Scl.Z
VMoveCube,-6.000000,6.800000,-7.500000 ,0.000000,0.000000,0.000000 ,1.000000,1.000000,1.000000 
VMoveCube,-8.000000,6.800000,-7.500000 ,0.000000,0.000000,0.000000 ,1.000000,1.000000,1.000000 
VMoveCube,-7.000000,6.800000,-7.500000 ,0.000000,0.000000,0.000000 ,1.000000,1.000000,1.000000 
VMoveCube,-7.000000,7.800000,-7.500000 ,0.000000,0.000000,0.000000 ,1.000000,1.000000,1.000000 
VMoveCube,-8.000000,7.800000,-7.500000 ,0.000000,0.000000,0.000000 ,1.000000,1.000000,1.000000 
VMoveCube,-9.000000,7.800000,-7.500000 ,0.000000,0.000000,0.000000 ,1.000000,1.000000,1.000000 
Player,-16.880000,-1.440000,-2.000000 ,0.000000,0.000000,0.000000 ,1.000000,1.000000,1.000000 
Cube,-16.420000,-2.520000,-2.000000 ,0.000000,0.000000,0.000000 ,3.000000,1.000000,1.000000 
VMoveCube,2.070000,1.930000,-13.000000 ,0.000000,0.000000,0.000000 ,0.400000,1.000000,0.400000 
VMoveCube,-2.410000,1.930000,-13.000000 ,0.000000,0.000000,0.000000 ,0.400000,1.000000,0.400000 
VMoveCube,7.000000,2.540001,-11.000000 ,0.000000,0.000000,0.000000 ,3.000000,0.600000,1.000000 
VMoveCube,4.000000,2.150000,-12.000000 ,0.000000,0.000000,0.000000 ,0.500000,1.000000,0.500000 
VMoveCube,-4.000000,2.150000,-12.000000 ,0.000000,0.000000,0.000000 ,0.500000,1.000000,0.500000 
VMoveCube,-4.000000,1.530000,-12.000000 ,0.000000,0.000000,0.000000 ,0.200000,0.500000,0.500000 
VMoveCube,4.000000,1.530000,-12.000000 ,0.000000,0.000000,0.000000 ,0.200000,0.500000,0.500000 
Cube,-4.000000,-3.250000,-11.540000 ,0.000000,0.000000,0.000000 ,0.100000,-0.500000,0.500000 
Cube,4.000000,-3.250000,-11.540000 ,0.000000,0.000000,0.000000 ,0.100000,-0.500000,0.500000 
Cube,4.000000,-3.530000,-11.540000 ,0.000000,0.000000,0.000000 ,0.200000,-0.500000,0.500000 
Cube,-4.000000,-3.530000,-11.540000 ,0.000000,0.000000,0.000000 ,0.200000,-0.500000,0.500000 
Cube,-4.000000,-4.150000,-11.540000 ,0.000000,0.000000,0.000000 ,0.500000,-1.000000,0.500000 
Cube,4.000000,-4.150000,-11.540000 ,0.000000,0.000000,0.000000 ,0.500000,-1.000000,0.500000 
Cube,0.000000,-4.400001,-10.540000 ,0.000000,0.000000,0.000000 ,17.000000,-0.600000,1.000000 
Cube,0.000000,-4.650001,-11.540000 ,0.000000,0.000000,0.000000 ,13.000000,-0.600000,1.000000 
Cube,-6.000000,-4.010000,-10.540000 ,0.000000,0.000000,0.000000 ,1.000000,-1.000000,0.500000 
Cube,6.000000,-4.010000,-10.540000 ,0.000000,0.000000,0.000000 ,1.000000,-1.000000,0.500000 
Cube,6.000000,-3.470000,-10.540000 ,0.000000,0.000000,0.000000 ,0.500000,-1.000000,0.500000 
Cube,-6.000000,-3.470000,-10.540000 ,0.000000,0.000000,0.000000 ,0.500000,-1.000000,0.500000 
Cube,-6.000000,-2.850000,-10.540000 ,0.000000,0.000000,0.000000 ,0.200000,-0.500000,0.500000 
Cube,6.000000,-2.850000,-10.540000 ,0.000000,0.000000,0.000000 ,0.200000,-0.500000,0.500000 
Cube,6.000000,-2.570000,-10.540000 ,0.000000,0.000000,0.000000 ,0.100000,-0.500000,0.500000 
Cube,-6.000000,-2.570000,-10.540000 ,0.000000,0.000000,0.000000 ,0.100000,-0.500000,0.500000 
VMoveCube,7.000000,0.210000,-11.000000 ,0.000000,0.000000,0.000000 ,0.200000,0.500000,0.500000 
VMoveCube,-7.000000,0.210000,-11.000000 ,0.000000,0.000000,0.000000 ,0.200000,0.500000,0.500000 
VMoveCube,-7.000000,0.830000,-11.000000 ,0.000000,0.000000,0.000000 ,0.500000,1.000000,0.500000 
VMoveCube,7.000000,0.830000,-11.000000 ,0.000000,0.000000,0.000000 ,0.500000,1.000000,0.500000 
VMoveCube,7.000000,1.780000,-11.000000 ,0.000000,0.000000,0.000000 ,1.000000,1.000000,0.500000 
VMoveCube,-7.000000,1.780000,-11.000000 ,0.000000,0.000000,0.000000 ,1.000000,1.000000,0.500000 
VMoveCube,0.000000,2.650000,-13.000000 ,0.000000,0.000000,0.000000 ,9.000000,0.600000,1.000000 
VMoveCube,-4.000000,2.790001,-12.000000 ,0.000000,0.000000,0.000000 ,3.000000,0.600000,1.000000 
Cube,16.580000,-2.520000,-2.000000 ,0.000000,0.000000,0.000000 ,3.000000,1.000000,1.000000 
Cube,0.000000,-2.500000,-2.000000 ,0.000000,0.000000,0.000000 ,30.000000,1.000000,1.000000 
Goal,17.230000,-1.440000,-2.000000 ,0.000000,0.000000,0.000000 ,1.000000,1.000000,1.000000 
Key,0.000000,-1.400000,-2.000000 ,0.000000,0.000000,0.000000 ,1.000000,1.000000,1.000000 
VMoveCube,-7.000000,2.540001,-11.000000 ,0.000000,0.000000,0.000000 ,3.000000,0.600000,1.000000 
end
